ID,innings,overs,ballnumber,batter,bowler,non-striker,extra_type,batsman_run,extras_run,total_run,non_boundary,isWicketDelivery,player_out,kind,fielders_involved,BattingTeam
1312200,1,2,5,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,6,0,6,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,2,6,YBK Jaiswal,Mohammed Shami,JC Buttler,NA,3,0,3,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,1,YBK Jaiswal,Yash Dayal,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,2,JC Buttler,Yash Dayal,YBK Jaiswal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,3,YBK Jaiswal,Yash Dayal,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,4,YBK Jaiswal,Yash Dayal,JC Buttler,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,5,YBK Jaiswal,Yash Dayal,JC Buttler,NA,6,0,6,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,3,6,YBK Jaiswal,Yash Dayal,JC Buttler,NA,0,0,0,0,1,YBK Jaiswal,caught,R Sai Kishore,Rajasthan Royals
1312200,1,4,1,JC Buttler,LH Ferguson,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,4,2,JC Buttler,LH Ferguson,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,4,3,SV Samson,LH Ferguson,JC Buttler,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,4,4,SV Samson,LH Ferguson,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,4,5,JC Buttler,LH Ferguson,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,4,6,JC Buttler,LH Ferguson,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,1,SV Samson,Rashid Khan,JC Buttler,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,2,SV Samson,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,3,JC Buttler,Rashid Khan,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,4,SV Samson,Rashid Khan,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,5,SV Samson,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,5,6,JC Buttler,Rashid Khan,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,1,SV Samson,LH Ferguson,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,2,SV Samson,LH Ferguson,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,3,JC Buttler,LH Ferguson,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,4,JC Buttler,LH Ferguson,SV Samson,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,5,JC Buttler,LH Ferguson,SV Samson,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,6,6,JC Buttler,LH Ferguson,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,1,JC Buttler,Rashid Khan,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,2,SV Samson,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,3,JC Buttler,Rashid Khan,SV Samson,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,4,JC Buttler,Rashid Khan,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,5,SV Samson,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,7,6,JC Buttler,Rashid Khan,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,8,1,JC Buttler,HH Pandya,SV Samson,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,8,2,SV Samson,HH Pandya,JC Buttler,NA,0,0,0,0,1,SV Samson,caught,R Sai Kishore,Rajasthan Royals
1312200,1,8,3,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,8,4,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,8,5,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,8,6,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,1,JC Buttler,Mohammed Shami,D Padikkal,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,2,JC Buttler,Mohammed Shami,D Padikkal,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,3,JC Buttler,Mohammed Shami,D Padikkal,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,4,JC Buttler,Mohammed Shami,D Padikkal,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,5,JC Buttler,Mohammed Shami,D Padikkal,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,9,6,JC Buttler,Mohammed Shami,D Padikkal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,1,JC Buttler,HH Pandya,D Padikkal,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,2,JC Buttler,HH Pandya,D Padikkal,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,3,JC Buttler,HH Pandya,D Padikkal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,4,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,5,D Padikkal,HH Pandya,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,10,6,D Padikkal,HH Pandya,JC Buttler,legbyes,0,1,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,11,1,D Padikkal,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,11,2,JC Buttler,Rashid Khan,D Padikkal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,11,3,D Padikkal,Rashid Khan,JC Buttler,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,11,4,JC Buttler,Rashid Khan,D Padikkal,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,11,5,D Padikkal,Rashid Khan,JC Buttler,NA,0,0,0,0,1,D Padikkal,caught,Mohammed Shami,Rajasthan Royals
1312200,1,11,6,SO Hetmyer,Rashid Khan,JC Buttler,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,12,1,JC Buttler,HH Pandya,SO Hetmyer,NA,0,0,0,0,1,JC Buttler,caught,WP Saha,Rajasthan Royals
1312200,1,12,2,R Ashwin,HH Pandya,SO Hetmyer,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,12,3,R Ashwin,HH Pandya,SO Hetmyer,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,12,4,SO Hetmyer,HH Pandya,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,12,5,SO Hetmyer,HH Pandya,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,12,6,R Ashwin,HH Pandya,SO Hetmyer,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,1,R Ashwin,Rashid Khan,SO Hetmyer,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,2,R Ashwin,Rashid Khan,SO Hetmyer,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,3,SO Hetmyer,Rashid Khan,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,4,SO Hetmyer,Rashid Khan,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,5,SO Hetmyer,Rashid Khan,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,13,6,SO Hetmyer,Rashid Khan,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,1,SO Hetmyer,HH Pandya,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,2,R Ashwin,HH Pandya,SO Hetmyer,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,3,SO Hetmyer,HH Pandya,R Ashwin,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,4,SO Hetmyer,HH Pandya,R Ashwin,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,5,SO Hetmyer,HH Pandya,R Ashwin,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,14,6,SO Hetmyer,HH Pandya,R Ashwin,NA,0,0,0,0,1,SO Hetmyer,caught and bowled,NA,Rajasthan Royals
1312200,1,15,1,R Ashwin,R Sai Kishore,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,15,2,R Parag,R Sai Kishore,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,15,3,R Ashwin,R Sai Kishore,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,15,4,R Parag,R Sai Kishore,R Ashwin,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,15,5,R Ashwin,R Sai Kishore,R Parag,NA,0,0,0,0,1,R Ashwin,caught,DA Miller,Rajasthan Royals
1312200,1,15,6,TA Boult,R Sai Kishore,R Parag,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,16,1,R Parag,LH Ferguson,TA Boult,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,16,2,TA Boult,LH Ferguson,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,16,3,R Parag,LH Ferguson,TA Boult,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,16,4,TA Boult,LH Ferguson,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,16,5,R Parag,LH Ferguson,TA Boult,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,16,6,TA Boult,LH Ferguson,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,17,1,TA Boult,R Sai Kishore,R Parag,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,17,2,TA Boult,R Sai Kishore,R Parag,NA,6,0,6,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,17,3,TA Boult,R Sai Kishore,R Parag,NA,0,0,0,0,1,TA Boult,caught,R Tewatia,Rajasthan Royals
1312200,1,17,4,OC McCoy,R Sai Kishore,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,17,5,R Parag,R Sai Kishore,OC McCoy,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,17,6,OC McCoy,R Sai Kishore,R Parag,NA,6,0,6,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,18,1,R Parag,Yash Dayal,OC McCoy,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,18,2,OC McCoy,Yash Dayal,R Parag,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,18,3,OC McCoy,Yash Dayal,R Parag,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,18,4,R Parag,Yash Dayal,OC McCoy,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,18,5,R Parag,Yash Dayal,OC McCoy,NA,1,0,1,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,18,6,OC McCoy,Yash Dayal,R Parag,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,19,1,R Parag,Mohammed Shami,OC McCoy,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,19,2,R Parag,Mohammed Shami,OC McCoy,NA,2,0,2,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,19,3,R Parag,Mohammed Shami,OC McCoy,NA,4,0,4,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,19,4,R Parag,Mohammed Shami,OC McCoy,NA,1,0,1,0,1,OC McCoy,run out,R Tewatia,Rajasthan Royals
1312200,1,19,5,R Parag,Mohammed Shami,M Prasidh Krishna,NA,0,0,0,0,0,NA,NA,NA,Rajasthan Royals
1312200,1,19,6,R Parag,Mohammed Shami,M Prasidh Krishna,NA,0,0,0,0,1,R Parag,bowled,NA,Rajasthan Royals
1312200,2,0,1,WP Saha,TA Boult,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,0,2,WP Saha,TA Boult,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,0,3,WP Saha,TA Boult,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,0,4,Shubman Gill,TA Boult,WP Saha,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,0,5,Shubman Gill,TA Boult,WP Saha,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,0,6,Shubman Gill,TA Boult,WP Saha,NA,4,0,4,0,0,NA,NA,NA,Gujarat Titans
1312200,2,1,1,WP Saha,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,1,2,WP Saha,M Prasidh Krishna,Shubman Gill,NA,4,0,4,0,0,NA,NA,NA,Gujarat Titans
1312200,2,1,3,WP Saha,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,1,4,WP Saha,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,1,WP Saha,bowled,NA,Gujarat Titans
1312200,2,1,5,MS Wade,M Prasidh Krishna,Shubman Gill,NA,2,0,2,0,0,NA,NA,NA,Gujarat Titans
1312200,2,1,6,MS Wade,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,2,1,Shubman Gill,TA Boult,MS Wade,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,2,2,Shubman Gill,TA Boult,MS Wade,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,2,3,Shubman Gill,TA Boult,MS Wade,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,2,4,Shubman Gill,TA Boult,MS Wade,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,2,5,Shubman Gill,TA Boult,MS Wade,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,2,6,Shubman Gill,TA Boult,MS Wade,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,3,1,MS Wade,M Prasidh Krishna,Shubman Gill,wides,0,5,5,0,0,NA,NA,NA,Gujarat Titans
1312200,2,3,2,MS Wade,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,3,3,MS Wade,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,3,4,MS Wade,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,3,5,MS Wade,M Prasidh Krishna,Shubman Gill,NA,6,0,6,0,0,NA,NA,NA,Gujarat Titans
1312200,2,3,6,MS Wade,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,3,7,MS Wade,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,4,1,Shubman Gill,TA Boult,MS Wade,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,4,2,MS Wade,TA Boult,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,4,3,MS Wade,TA Boult,Shubman Gill,NA,0,0,0,0,1,MS Wade,caught,R Parag,Gujarat Titans
1312200,2,4,4,HH Pandya,TA Boult,Shubman Gill,wides,0,1,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,4,5,HH Pandya,TA Boult,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,4,6,HH Pandya,TA Boult,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,4,7,HH Pandya,TA Boult,Shubman Gill,wides,0,1,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,4,8,HH Pandya,TA Boult,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,5,1,Shubman Gill,YS Chahal,HH Pandya,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,5,2,Shubman Gill,YS Chahal,HH Pandya,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,5,3,Shubman Gill,YS Chahal,HH Pandya,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,5,4,HH Pandya,YS Chahal,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,5,5,HH Pandya,YS Chahal,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,5,6,Shubman Gill,YS Chahal,HH Pandya,NA,4,0,4,0,0,NA,NA,NA,Gujarat Titans
1312200,2,6,1,HH Pandya,OC McCoy,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,6,2,HH Pandya,OC McCoy,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,6,3,Shubman Gill,OC McCoy,HH Pandya,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,6,4,Shubman Gill,OC McCoy,HH Pandya,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,6,5,HH Pandya,OC McCoy,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,6,6,Shubman Gill,OC McCoy,HH Pandya,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,7,1,Shubman Gill,YS Chahal,HH Pandya,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,7,2,Shubman Gill,YS Chahal,HH Pandya,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,7,3,Shubman Gill,YS Chahal,HH Pandya,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,7,4,HH Pandya,YS Chahal,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,7,5,Shubman Gill,YS Chahal,HH Pandya,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,7,6,HH Pandya,YS Chahal,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,8,1,Shubman Gill,M Prasidh Krishna,HH Pandya,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,8,2,HH Pandya,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,8,3,HH Pandya,M Prasidh Krishna,Shubman Gill,NA,4,0,4,0,0,NA,NA,NA,Gujarat Titans
1312200,2,8,4,HH Pandya,M Prasidh Krishna,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,8,5,HH Pandya,M Prasidh Krishna,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,8,6,Shubman Gill,M Prasidh Krishna,HH Pandya,NA,4,0,4,0,0,NA,NA,NA,Gujarat Titans
1312200,2,9,1,HH Pandya,YS Chahal,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,9,2,Shubman Gill,YS Chahal,HH Pandya,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,9,3,HH Pandya,YS Chahal,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,9,4,HH Pandya,YS Chahal,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,9,5,Shubman Gill,YS Chahal,HH Pandya,NA,2,0,2,0,0,NA,NA,NA,Gujarat Titans
1312200,2,9,6,Shubman Gill,YS Chahal,HH Pandya,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,10,1,Shubman Gill,OC McCoy,HH Pandya,NA,2,0,2,0,0,NA,NA,NA,Gujarat Titans
1312200,2,10,2,Shubman Gill,OC McCoy,HH Pandya,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,10,3,HH Pandya,OC McCoy,Shubman Gill,NA,4,0,4,0,0,NA,NA,NA,Gujarat Titans
1312200,2,10,4,HH Pandya,OC McCoy,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,10,5,HH Pandya,OC McCoy,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,10,6,HH Pandya,OC McCoy,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,11,1,HH Pandya,R Ashwin,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,11,2,Shubman Gill,R Ashwin,HH Pandya,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,11,3,HH Pandya,R Ashwin,Shubman Gill,NA,4,0,4,0,0,NA,NA,NA,Gujarat Titans
1312200,2,11,4,HH Pandya,R Ashwin,Shubman Gill,NA,6,0,6,0,0,NA,NA,NA,Gujarat Titans
1312200,2,11,5,HH Pandya,R Ashwin,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,11,6,Shubman Gill,R Ashwin,HH Pandya,NA,2,0,2,0,0,NA,NA,NA,Gujarat Titans
1312200,2,12,1,HH Pandya,TA Boult,Shubman Gill,NA,2,0,2,0,0,NA,NA,NA,Gujarat Titans
1312200,2,12,2,HH Pandya,TA Boult,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,12,3,Shubman Gill,TA Boult,HH Pandya,NA,2,0,2,0,0,NA,NA,NA,Gujarat Titans
1312200,2,12,4,Shubman Gill,TA Boult,HH Pandya,legbyes,0,1,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,12,5,HH Pandya,TA Boult,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,12,6,Shubman Gill,TA Boult,HH Pandya,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,13,1,HH Pandya,YS Chahal,Shubman Gill,NA,2,0,2,0,0,NA,NA,NA,Gujarat Titans
1312200,2,13,2,HH Pandya,YS Chahal,Shubman Gill,NA,0,0,0,0,1,HH Pandya,caught,YBK Jaiswal,Gujarat Titans
1312200,2,13,3,DA Miller,YS Chahal,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,13,4,DA Miller,YS Chahal,Shubman Gill,NA,2,0,2,0,0,NA,NA,NA,Gujarat Titans
1312200,2,13,5,DA Miller,YS Chahal,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,13,6,DA Miller,YS Chahal,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,14,1,DA Miller,OC McCoy,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,14,2,Shubman Gill,OC McCoy,DA Miller,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,14,3,DA Miller,OC McCoy,Shubman Gill,NA,0,0,0,0,0,NA,NA,NA,Gujarat Titans
1312200,2,14,4,DA Miller,OC McCoy,Shubman Gill,NA,4,0,4,0,0,NA,NA,NA,Gujarat Titans
1312200,2,14,5,DA Miller,OC McCoy,Shubman Gill,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,14,6,Shubman Gill,OC McCoy,DA Miller,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
1312200,2,15,1,Shubman Gill,R Ashwin,DA Miller,NA,2,0,2,0,0,NA,NA,NA,Gujarat Titans
1312200,2,15,2,Shubman Gill,R Ashwin,DA Miller,NA,1,0,1,0,0,NA,NA,NA,Gujarat Titans
